beer_style,beer_name,brewery_name,abv,no_ratings,avg_rating,drop_me,url
Fruit and Field,All the F*@#’n Berries,Mayday Brewery,5.50,0,0,,https://www.beeradvocate.com/beer/profile/30293/486406/
Fruit and Field,Djembé,The Eye's Hunter,4.10,0,0,,https://www.beeradvocate.com/beer/profile/41061/177670/
Fruit and Field,Step Outside Shandy,Buzz Bomb Brewing Co.,8.50,0,0,,https://www.beeradvocate.com/beer/profile/51378/507910/
Fruit and Field,Taxo,The Jolly Scholar,5.40,0,0,,https://www.beeradvocate.com/beer/profile/48193/459527/
Fruit and Field,Yarrow Ale,BrewLAB,5.30,0,0,,https://www.beeradvocate.com/beer/profile/37625/146951/
Fruit and Field,Blueberry Wheat Ale,Ancient City Brewing,?,0,0,,https://www.beeradvocate.com/beer/profile/42207/221703/
Fruit and Field,Going Commango,Mayday Brewery,4.10,0,0,,https://www.beeradvocate.com/beer/profile/30293/486407/
Fruit and Field,Thrills,Dewey Beer Co.,5.20,0,0,,https://www.beeradvocate.com/beer/profile/41410/487175/
Fruit and Field,Apple Raspberry Ale,Biloba Brewing Company,?,0,0,,https://www.beeradvocate.com/beer/profile/34605/501255/
Fruit and Field,Cotoya Siderale,Cerveza Cotoya,5.80,0,0,,https://www.beeradvocate.com/beer/profile/37703/146696/
Fruit and Field,Bluesberry Ale,Black Bear Brewery,?,0,0,,https://www.beeradvocate.com/beer/profile/20873/152072/
Fruit and Field,Spice Spice Baby,Flying Boat Brewing Company,4.60,0,0,,https://www.beeradvocate.com/beer/profile/46947/311304/
Fruit and Field,Fratres: Vincientius,Browar Palatum,5.50,0,0,,https://www.beeradvocate.com/beer/profile/50253/343049/
Fruit and Field,Ghost Reaper Pumpkin Porter,Postdoc Brewing,5.10,0,0,,https://www.beeradvocate.com/beer/profile/38100/297993/
Fruit and Field,No Crust!,Yes Brewing,6.50,0,0,,https://www.beeradvocate.com/beer/profile/50382/366857/
Fruit and Field,Amarelle,Brasserie de Bellevaux,9.00,0,0,,https://www.beeradvocate.com/beer/profile/22892/374793/
Fruit and Field,Unfiltered Raspberry Wheat,Matanuska Brewing,4.80,0,0,,https://www.beeradvocate.com/beer/profile/56025/456969/
Fruit and Field,Rhubarb Mission,Fly Boy Brewery & Eats,?,0,0,,https://www.beeradvocate.com/beer/profile/39420/467978/
Fruit and Field,Confounded Mr. Sisyphus,The Brewery of St Mars of the Desert,7.10,0,0,,https://www.beeradvocate.com/beer/profile/54773/538634/
Fruit and Field,first ← prev| 5451-5500 | 5501-5550 | 5551-5600 | 5601-5650 | 5651-5700  | next → last,https://www.beeradvocate.com/beer/styles/9/?sort=revsD&start=0,,,,,
Fruit and Field,Brother Paul's Radical Razz,Flat Branch Pub & Brewery,?,0,0,,https://www.beeradvocate.com/beer/profile/3196/23818/
Fruit and Field,Easy Money Summer Shandy,Krootz Brewing Company,4.50,0,0,,https://www.beeradvocate.com/beer/profile/56523/423178/
Fruit and Field,Frangelini,Varvar Brew,5.00,0,0,,https://www.beeradvocate.com/beer/profile/46042/244234/
Fruit and Field,Cherry On Tap,Stonepicker Brewing Co.,6.00,0,0,,https://www.beeradvocate.com/beer/profile/53832/375562/
Fruit and Field,That's My Jam,Middleton Brewing,4.20,0,0,,https://www.beeradvocate.com/beer/profile/27042/245770/
Fruit and Field,Saigon Rosé,East West Brewing,3.00,0,0,,https://www.beeradvocate.com/beer/profile/55200/395019/
Fruit and Field,Strawberry Dream,The Pantown Brewing Company,4.20,0,0,,https://www.beeradvocate.com/beer/profile/54849/397067/
Fruit and Field,Random Fran's One-offs: Cheeky Ngob,Caps Off Brewing Co.,6.30,0,0,,https://www.beeradvocate.com/beer/profile/55969/530443/
Fruit and Field,Ruby on Rails,Whetstone Craft Beers / Whetstone Station,3.50,0,0,,https://www.beeradvocate.com/beer/profile/29616/473099/
Fruit and Field,Rhabarbarum Rhubarb Pale Ale,Steel & Oak Brewing Co.,5.20,0,0,,https://www.beeradvocate.com/beer/profile/35695/478475/
Fruit and Field,Flemish Brown Cherry,Flat Branch Pub & Brewery,?,0,0,,https://www.beeradvocate.com/beer/profile/3196/23819/
Fruit and Field,Petite Framboise,Triumph Brewing Company,4.90,0,0,,https://www.beeradvocate.com/beer/profile/1317/489227/
Fruit and Field,Lockdown Blues,Barnshed Brewing,3.10,0,0,,https://www.beeradvocate.com/beer/profile/49755/494347/
Fruit and Field,Raspberry Tart #2,Boiler Brewing Co.,4.30,0,0,,https://www.beeradvocate.com/beer/profile/44994/300299/
Fruit and Field,Bramble Cobbler,Side A Brewing,8.50,0,0,,https://www.beeradvocate.com/beer/profile/52631/524556/
Fruit and Field,Blackberry Sour,Bad Tattoo Brewing,4.70,0,0,,https://www.beeradvocate.com/beer/profile/35765/476428/
Fruit and Field,Belgian Razz,Flat Branch Pub & Brewery,?,0,0,,https://www.beeradvocate.com/beer/profile/3196/23820/
Fruit and Field,Maximum Fruitage: Paw Paw,Checkerspot Brewing Company,7.50,0,0,,https://www.beeradvocate.com/beer/profile/53360/484108/
Fruit and Field,Mixed Berry Wheat,Wind Shift Brewing,5.00,0,0,,https://www.beeradvocate.com/beer/profile/57104/492044/
Fruit and Field,Fior di Pesca,Birrificio La Mata,4.00,0,0,,https://www.beeradvocate.com/beer/profile/42438/345357/
Fruit and Field,Voyager,D9 Brewing Company,14.00,0,0,,https://www.beeradvocate.com/beer/profile/33376/484877/
Fruit and Field,Purple Guava,Blue Tile Brewing,4.20,0,0,,https://www.beeradvocate.com/beer/profile/56441/423437/
Fruit and Field,Mermaid Ninja,Stacked Deck Brewing,4.20,0,0,,https://www.beeradvocate.com/beer/profile/54186/428813/
Fruit and Field,Raspberry Ale,Guesswork Brewing Co. / Albion Ale House,6.00,0,0,,https://www.beeradvocate.com/beer/profile/55773/499725/
Fruit and Field,Honey Crisp Apple Ale,Matanuska Brewing,5.50,0,0,,https://www.beeradvocate.com/beer/profile/56025/456973/
Fruit and Field,Random Fran's One-offs: Bumbleberry Beret,Caps Off Brewing Co.,7.00,0,0,,https://www.beeradvocate.com/beer/profile/55969/530446/
Fruit and Field,Uncle Albert Blueberry Farmhouse Ale,Brother Ass Brewing,5.10,0,0,,https://www.beeradvocate.com/beer/profile/42809/215566/
Fruit and Field,Punkskin Ale,Zagovor Brewery,6.50,0,0,,https://www.beeradvocate.com/beer/profile/38829/157454/
Fruit and Field,Cherry Ale,Sports Brew Pub,?,0,0,,https://www.beeradvocate.com/beer/profile/13315/125198/
Fruit and Field,The Queen Cherry Ale,Port Orleans Brewing Co.,7.20,0,0,,https://www.beeradvocate.com/beer/profile/49205/326414/
Fruit and Field,Random Fran's One-offs: Blackberry Beret,Caps Off Brewing Co.,7.00,0,0,,https://www.beeradvocate.com/beer/profile/55969/530447/
Fruit and Field,BB Cream Bluesberry,Holsopple Brewing,5.60,0,0,,https://www.beeradvocate.com/beer/profile/48503/469519/
Fruit and Field,Arany Ászok Citromos,Dreher Brewery,2.00,0,0,,https://www.beeradvocate.com/beer/profile/503/340751/
Fruit and Field,Code Talker Ginger Guava Ale,Home Of The Brave Brewing Company,5.00,0,0,,https://www.beeradvocate.com/beer/profile/28570/349967/
Fruit and Field,Here Beer Watermelon,Checkerspot Brewing Company,6.00,0,0,,https://www.beeradvocate.com/beer/profile/53360/484111/
Fruit and Field,Zoot Suit Cherry,Butcher & the Brewer,5.40,0,0,,https://www.beeradvocate.com/beer/profile/36800/161807/
Fruit and Field,Radler,KC Bier Co.,2.50,0,0,,https://www.beeradvocate.com/beer/profile/34069/490767/
Fruit and Field,Blackberry Ale,Bad Habit Brewing Company,4.00,0,0,,https://www.beeradvocate.com/beer/profile/42984/496143/
Fruit and Field,Lindsaymans Framboise,Six°North,6.50,0,0,,https://www.beeradvocate.com/beer/profile/32996/234767/
Fruit and Field,Arany Ászok Hűsítő Citrom,Dreher Brewery,2.00,0,0,,https://www.beeradvocate.com/beer/profile/503/340752/
Fruit and Field,Happy Birthday To Me IV,Runaway Brewery,5.50,0,0,,https://www.beeradvocate.com/beer/profile/35528/538384/
Fruit and Field,Companion Apple Ale,Chief Spring's Fire & Irons Brew Pub,?,0,0,,https://www.beeradvocate.com/beer/profile/31351/214032/
Fruit and Field,Mijiaya,Lucky Envelope Brewing,10.00,0,0,,https://www.beeradvocate.com/beer/profile/40494/285456/
Fruit and Field,Lemonade Radler,Loblaws Companies Limited,0.50,0,0,,https://www.beeradvocate.com/beer/profile/56216/417296/
Fruit and Field,Russ'n,KC Bier Co.,2.50,0,0,,https://www.beeradvocate.com/beer/profile/34069/490768/
Fruit and Field,Maxima Pomelo Ale,Great Islands Craft Brewery,?,0,0,,https://www.beeradvocate.com/beer/profile/39988/166672/
Fruit and Field,Lemon Squeeze,Sports Brew Pub,?,0,0,,https://www.beeradvocate.com/beer/profile/13315/125200/
Fruit and Field,Třebonické Rejtar Ovesný Speciál 13°,Třebonický Rukodělný Pivovárek,?,0,0,,https://www.beeradvocate.com/beer/profile/25329/68113/
Fruit and Field,Random Fran's One-offs: All Hat and No Cattle,Caps Off Brewing Co.,6.00,0,0,,https://www.beeradvocate.com/beer/profile/55969/530449/
Fruit and Field,Brennan's Bastard,Tidal Brewing Company,6.00,0,0,,https://www.beeradvocate.com/beer/profile/52716/531217/
Fruit and Field,first ← prev| 5501-5550 | 5551-5600 | 5601-5650 | 5651-5700 | 5701-5750  | next → last,https://www.beeradvocate.com/beer/styles/9/?sort=revsD&start=0,,,,,
Fruit and Field,Shandy,Mill River Brewing BBQ & Smokehouse,5.00,0,0,,https://www.beeradvocate.com/beer/profile/50574/472849/
Fruit and Field,Scarlet Peach Ale,River Mile 38 Brewing Co.,4.40,0,0,,https://www.beeradvocate.com/beer/profile/43987/211217/
Fruit and Field,Pineapple Radler,Crafty Bastard Brewery,4.90,0,0,,https://www.beeradvocate.com/beer/profile/42942/485649/
Fruit and Field,Fruit Shop Banana Pineapple Key Lime,Roaring Table Brewing Company,3.80,0,0,,https://www.beeradvocate.com/beer/profile/50290/510481/
Fruit and Field,Black Cherry,Sports Brew Pub,?,0,0,,https://www.beeradvocate.com/beer/profile/13315/125201/
Fruit and Field,Batch 80,Heavenly Goat Brewing Co.,6.50,0,0,,https://www.beeradvocate.com/beer/profile/49010/407826/
Fruit and Field,Rasberria,Browar Palatum,4.40,0,0,,https://www.beeradvocate.com/beer/profile/50253/343058/
Fruit and Field,Chlumecký Fruit Ale,Brewery Lobkowicz,5.00,0,0,,https://www.beeradvocate.com/beer/profile/167/163602/
Fruit and Field,Wonder Kompót - Fruit Ale,UGAR Brewery,5.00,0,0,,https://www.beeradvocate.com/beer/profile/53713/365586/
Fruit and Field,The Shandlot,Bauhaus Brew Labs,4.50,0,0,,https://www.beeradvocate.com/beer/profile/35769/304658/
Fruit and Field,Rhu Awakening,Perrin Brewing Co.,?,0,0,,https://www.beeradvocate.com/beer/profile/29952/502546/
Fruit and Field,Albino Graped Crusader,Sahale Ale Works,9.00,0,0,,https://www.beeradvocate.com/beer/profile/57897/503570/
Fruit and Field,Cherry Mechanic,Ahnapee Brewery,5.75,0,0,,https://www.beeradvocate.com/beer/profile/32497/441362/
Fruit and Field,Double Pineapple Cheesecake,Tin Bridge Brewing Company,7.50,0,0,,https://www.beeradvocate.com/beer/profile/51797/506898/
Fruit and Field,Juneberry Jam,Stonehome Brewing Company,4.90,0,0,,https://www.beeradvocate.com/beer/profile/50977/311570/
Fruit and Field,Pink Lemonade Lager,Gnarly Barley Brewing Company,?,0,0,,https://www.beeradvocate.com/beer/profile/33325/447506/
Fruit and Field,Raspberry Sweet Dreams,The Pantown Brewing Company,4.20,0,0,,https://www.beeradvocate.com/beer/profile/54849/466195/
Fruit and Field,Budapest,Watermark Brewing Co.,5.90,0,0,,https://www.beeradvocate.com/beer/profile/43406/205587/
Fruit and Field,Zeos Orange,Zeos Brewing Company S.A.,3.00,0,0,,https://www.beeradvocate.com/beer/profile/17286/215059/
Fruit and Field,Libby's Lemon Shandy,Hull's Brewing Company,4.30,0,0,,https://www.beeradvocate.com/beer/profile/51718/412691/
Fruit and Field,Soap Creek Shandy,Albia Brewing Co.,?,0,0,,https://www.beeradvocate.com/beer/profile/30714/222483/
Fruit and Field,Lemonade Radler,Mayday Brewery,4.60,0,0,,https://www.beeradvocate.com/beer/profile/30293/486419/
Fruit and Field,Lemon Fresh,Bad Habit Brewing Company,4.20,0,0,,https://www.beeradvocate.com/beer/profile/42984/496147/
Fruit and Field,Fruit Shop Strawberry Banana,Roaring Table Brewing Company,3.80,0,0,,https://www.beeradvocate.com/beer/profile/50290/510483/
Fruit and Field,Royal Blood,Roughhouse Brewing,6.40,0,0,,https://www.beeradvocate.com/beer/profile/55238/519955/
Fruit and Field,Chipotle Chocolate Porter,"Frog & Princess, The",4.90,0,0,,https://www.beeradvocate.com/beer/profile/3628/535060/
Fruit and Field,Funky Town Apricot Ale,Leikam Brewing,5.80,0,0,,https://www.beeradvocate.com/beer/profile/42578/208148/
Fruit and Field,Lemondrop It Like It's Hot,Rising Storm Brewing Co,?,0,0,,https://www.beeradvocate.com/beer/profile/52339/414228/
Fruit and Field,Little Fluffy Clouds,Wylam Brewery,3.50,0,0,,https://www.beeradvocate.com/beer/profile/10453/350484/
Fruit and Field,Pinky Ring,Morgantown Brewing Company,4.50,0,0,,https://www.beeradvocate.com/beer/profile/21473/417044/
Fruit and Field,50 Miles from Mexico Shandy,War Horse Brewing Company,4.70,0,0,,https://www.beeradvocate.com/beer/profile/17140/492052/
Fruit and Field,Black Currant Creamsicle,Tin Bridge Brewing Company,6.00,0,0,,https://www.beeradvocate.com/beer/profile/51797/506900/
Fruit and Field,Tart Apricot Ale,Guinness Open Gate Brewery & Barrel House,4.30,0,0,,https://www.beeradvocate.com/beer/profile/51944/403477/
Fruit and Field,Big Red Raspberry,Elgin Park,4.00,0,0,,https://www.beeradvocate.com/beer/profile/47848/470805/
Fruit and Field,Bière De Blé à La Framboise,La Barberie,?,0,0,,https://www.beeradvocate.com/beer/profile/2248/158741/
Fruit and Field,Chlumecký Vít S Limetkou,Brewery Lobkowicz,4.30,0,0,,https://www.beeradvocate.com/beer/profile/167/163605/
Fruit and Field,No. 29 Strawberry Wheat,Gella's Diner & Lb. Brewing Co.,4.50,0,0,,https://www.beeradvocate.com/beer/profile/11689/34837/
Fruit and Field,Double Strawberry Creamsicle,Tin Bridge Brewing Company,7.50,0,0,,https://www.beeradvocate.com/beer/profile/51797/506901/
Fruit and Field,Riverbend Radler,Riverbend Brewing Company,2.50,0,0,,https://www.beeradvocate.com/beer/profile/35536/141334/
Fruit and Field,PB Jammin,High Card Brewing,6.00,0,0,,https://www.beeradvocate.com/beer/profile/55466/476182/
Fruit and Field,POG Slammer,Brightside Aleworks,5.50,0,0,,https://www.beeradvocate.com/beer/profile/50823/347926/
Fruit and Field,Apricot Wheat,Bent River Brewing Company,?,0,0,,https://www.beeradvocate.com/beer/profile/5443/100630/
Fruit and Field,Cherry Twins,Varvar Brew,3.30,0,0,,https://www.beeradvocate.com/beer/profile/46042/244246/
Fruit and Field,Blueberry Kveik,Water's End Brewery,5.00,0,0,,https://www.beeradvocate.com/beer/profile/47043/443670/
Fruit and Field,Taiwan Beer Strong Sex On The Beach,Taiwan Tobacco & Liquor Corporation,9.00,0,0,,https://www.beeradvocate.com/beer/profile/2577/519702/
Fruit and Field,Two Buck Chuck,Scorched Earth Brewing Company,7.50,0,0,,https://www.beeradvocate.com/beer/profile/36194/536087/
Fruit and Field,Grape,Rapscallion,4.50,0,0,,https://www.beeradvocate.com/beer/profile/18639/80663/
Fruit and Field,Blue Planet Blueberry Lager,Flat Branch Pub & Brewery,4.90,0,0,,https://www.beeradvocate.com/beer/profile/3196/23831/
Fruit and Field,Myrtille,These Guys Brewing Company,4.20,0,0,,https://www.beeradvocate.com/beer/profile/42281/482072/
Fruit and Field,Jalapeno Pilsner,Albia Brewing Co.,?,0,0,,https://www.beeradvocate.com/beer/profile/30714/222488/
Fruit and Field,first ← prev| 5551-5600 | 5601-5650 | 5651-5700 | 5701-5750 | 5751-5800  | next → last,https://www.beeradvocate.com/beer/styles/9/?sort=revsD&start=0,,,,,
Fruit and Field,Summer Fruit Ale,Thunder Road Brewing Company,4.50,0,0,,https://www.beeradvocate.com/beer/profile/26617/161304/
Fruit and Field,Blueberry Wheat,Wishful Acres Farm And Brewery,?,0,0,,https://www.beeradvocate.com/beer/profile/47583/358424/
Fruit and Field,Rattlersnake Grapefruit Shandy,Canyon Creek Brewing,5.50,0,0,,https://www.beeradvocate.com/beer/profile/34000/246552/
Fruit and Field,Blanche De Tilly,La Confrérie Microbrasserie,4.70,0,0,,https://www.beeradvocate.com/beer/profile/42250/192536/
Fruit and Field,Solstrejferen,Bøllingsø Bryghus ApS,5.50,0,0,,https://www.beeradvocate.com/beer/profile/18783/392472/
Fruit and Field,S & M Blonde (Raspberry),Local Craft Beer (LCB),5.20,0,0,,https://www.beeradvocate.com/beer/profile/37627/202265/
Fruit and Field,The Chilli Bully,3 Monkeys Brewpub,6.50,0,0,,https://www.beeradvocate.com/beer/profile/43845/209945/
Fruit and Field,Peach Dog,Pub Dog Brewing,5.50,0,0,,https://www.beeradvocate.com/beer/profile/23058/485145/
Fruit and Field,Hippie's Pineapple Paradise,Back Home Brewing Company,5.00,0,0,,https://www.beeradvocate.com/beer/profile/58837/489753/
Fruit and Field,ParrotFish,Sailfish Brewing Company,4.50,0,0,,https://www.beeradvocate.com/beer/profile/32875/231449/
Fruit and Field,Summer Shandy,Old Colony Brewing,?,0,0,,https://www.beeradvocate.com/beer/profile/36497/506393/
Fruit and Field,Swedish Berries,Nita Beer Company,3.00,0,0,,https://www.beeradvocate.com/beer/profile/38672/192793/
Fruit and Field,Andromeda XPA (Passion Fruit),Local Craft Beer (LCB),6.60,0,0,,https://www.beeradvocate.com/beer/profile/37627/202266/
Fruit and Field,Pineapple Upside Down Sour,Anvil & Forge Brewing and Distilling,4.50,0,0,,https://www.beeradvocate.com/beer/profile/51379/383770/
Fruit and Field,Ginger Citrus Saison,The Olde Stone Brewing Company,4.00,0,0,,https://www.beeradvocate.com/beer/profile/5696/192794/
Fruit and Field,Andromeda XPA (Pineapple),Local Craft Beer (LCB),6.60,0,0,,https://www.beeradvocate.com/beer/profile/37627/202267/
Fruit and Field,Roaring Twenties,Tucker Brewing Company,4.00,0,0,,https://www.beeradvocate.com/beer/profile/56114/415771/
Fruit and Field,Adventures of Huckleberry Ale,Fogtown Brewing Company,4.00,0,0,,https://www.beeradvocate.com/beer/profile/55155/494875/
Fruit and Field,Black & Blue,Old Colony Brewing,4.50,0,0,,https://www.beeradvocate.com/beer/profile/36497/506395/
Fruit and Field,Cherry Limeale,Roughtail Brewing Co.,5.50,0,0,,https://www.beeradvocate.com/beer/profile/31393/464412/
Fruit and Field,Belgian Peach,Albia Brewing Co.,?,0,0,,https://www.beeradvocate.com/beer/profile/30714/222492/
Fruit and Field,Curaga,8-Bit Aleworks,6.90,0,0,,https://www.beeradvocate.com/beer/profile/40456/434972/
Fruit and Field,Strawberry Basil,Stonehome Brewing Company,5.00,0,0,,https://www.beeradvocate.com/beer/profile/50977/311580/
Fruit and Field,Watermelon & Kaffir Lime,Fox Friday Craft Brewery,5.00,0,0,,https://www.beeradvocate.com/beer/profile/47398/327965/
Fruit and Field,Ananasovoye,Gutov,4.50,0,0,,https://www.beeradvocate.com/beer/profile/11120/204573/
Fruit and Field,Sweet Potato Green Chile,Strange Craft Beer Company,5.00,0,0,,https://www.beeradvocate.com/beer/profile/23081/205085/
Fruit and Field,Blueberry Ale,FIRST The Craft Beer Co.,4.50,0,0,,https://www.beeradvocate.com/beer/profile/52344/354589/
Fruit and Field,Citrus Cooler,Copper Lake Brewery,?,0,0,,https://www.beeradvocate.com/beer/profile/28307/238109/
Fruit and Field,Blueberry Kentucky Waterfall,Black Bottle Brewery,6.40,0,0,,https://www.beeradvocate.com/beer/profile/30516/129309/
Fruit and Field,Creamy Dreamz W/ Blueberry And Pineapple,Brew Nation/Lake Rat Brewing Co.,5.40,0,0,,https://www.beeradvocate.com/beer/profile/55614/458782/
Fruit and Field,Blue Jezebel,Carson's Brewery,5.50,0,0,,https://www.beeradvocate.com/beer/profile/31372/281118/
Fruit and Field,Grapefruit,Pivovar Zlaty Bazant a.s.,2.00,0,0,,https://www.beeradvocate.com/beer/profile/1195/151326/
Fruit and Field,Grapefruit Radler,Green Bus Brewing,2.70,0,0,,https://www.beeradvocate.com/beer/profile/49196/288542/
Fruit and Field,Common Visions,Black Horizon Brewing Company,5.50,0,0,,https://www.beeradvocate.com/beer/profile/49765/507678/
Fruit and Field,Strawberry Beers Forever,Itasca Brewing Company,4.20,0,0,,https://www.beeradvocate.com/beer/profile/50672/509214/
Fruit and Field,Patience & Fruition: Sumac,Reverence Barrel Works,5.40,0,0,,https://www.beeradvocate.com/beer/profile/58024/520990/
Fruit and Field,Velvet Hammer,Spearfish Brewing Company,4.80,0,0,,https://www.beeradvocate.com/beer/profile/51878/460831/
Fruit and Field,Summer Breeze,Lazy Circles Brewing,4.10,0,0,,https://www.beeradvocate.com/beer/profile/54479/471071/
Fruit and Field,Robin Hood Rhubarb Ale,Breakwall Brewing Company,4.00,0,0,,https://www.beeradvocate.com/beer/profile/58929/479007/
Fruit and Field,Red Headed Woman,Fannin Brewing Company,5.30,0,0,,https://www.beeradvocate.com/beer/profile/37124/152351/
Fruit and Field,Pineapple Radler,Ace Hill Beer Company,2.50,0,0,,https://www.beeradvocate.com/beer/profile/46544/491039/
Fruit and Field,Hirsch Na­tür­li­ches Do­nau­rad­ler,Hirschbrauerei GmbH & Co. KG,2.70,0,0,,https://www.beeradvocate.com/beer/profile/6813/233759/
Fruit and Field,Kentucky Cherry,Black Bottle Brewery,5.70,0,0,,https://www.beeradvocate.com/beer/profile/30516/129311/
Fruit and Field,Asha's Peaches,Aftershock Brewing Co.,6.90,0,0,,https://www.beeradvocate.com/beer/profile/31398/200224/
Fruit and Field,Country Passion,Take 16 Brewing Company,4.20,0,0,,https://www.beeradvocate.com/beer/profile/37664/341280/
Fruit and Field,Mango Wheat,Northbridge Brewing Co,5.00,0,0,,https://www.beeradvocate.com/beer/profile/43639/224032/
Fruit and Field,Hirsch Do­nau­rad­ler,Hirschbrauerei GmbH & Co. KG,2.70,0,0,,https://www.beeradvocate.com/beer/profile/6813/233760/
Fruit and Field,WC Watermelon Wheat,Peaks N Pines Brewing Company,5.00,0,0,,https://www.beeradvocate.com/beer/profile/43684/247840/
Fruit and Field,Mad Science,Galaxy Brewing Company,4.00,0,0,,https://www.beeradvocate.com/beer/profile/32700/509984/
Fruit and Field,Cherry & Blackcurrant Wheat,Finkel & Garf Brewing Company,4.80,0,0,,https://www.beeradvocate.com/beer/profile/38465/248096/
Fruit and Field,first ← prev| 5601-5650 | 5651-5700 | 5701-5750 | 5751-5800 | 5801-5850  | next → last,https://www.beeradvocate.com/beer/styles/9/?sort=revsD&start=0,,,,,
Fruit and Field,Sour Gummy Worm (Cask),Local Craft Beer (LCB),5.20,0,0,,https://www.beeradvocate.com/beer/profile/37627/202273/
Fruit and Field,Dig Dug Beet Juice Ale,Electric Bicycle Brewing,5.50,0,0,,https://www.beeradvocate.com/beer/profile/52888/348449/
Fruit and Field,Raspberry Blonde,Albia Brewing Co.,?,0,0,,https://www.beeradvocate.com/beer/profile/30714/222497/
Fruit and Field,Jailhouse Orange Ale,Prison Hill Brewing Company,5.10,0,0,,https://www.beeradvocate.com/beer/profile/38397/161569/
Fruit and Field,Joe,Saucy Brew Works,5.50,0,0,,https://www.beeradvocate.com/beer/profile/50629/425761/
Fruit and Field,Blueberry Ale,FlyBoy Brewing,5.00,0,0,,https://www.beeradvocate.com/beer/profile/39365/522529/
Fruit and Field,Passion Fruit Pale Ale,Ahoi Bier,6.10,0,0,,https://www.beeradvocate.com/beer/profile/42305/277282/
Fruit and Field,The Fuzz,Yards Brewing Co.,4.70,0,0,,https://www.beeradvocate.com/beer/profile/450/290338/
Fruit and Field,Back Porch,Bloomer Brewing Co.,4.50,0,0,,https://www.beeradvocate.com/beer/profile/38080/501282/
Fruit and Field,Blueberry Ale,Superior State Brewing,?,0,0,,https://www.beeradvocate.com/beer/profile/53492/374818/
Fruit and Field,Citrasaurus,Turnagain Brewing,3.20,0,0,,https://www.beeradvocate.com/beer/profile/56565/456994/
Fruit and Field,Fruits Of Labor - Blackberry Saison,Loudoun Brewing Co.,6.80,0,0,,https://www.beeradvocate.com/beer/profile/42665/195874/
Fruit and Field,Pigberry Cream Dream,Sauced BBQ & Spirits,4.60,0,0,,https://www.beeradvocate.com/beer/profile/38960/203043/
Fruit and Field,Caramel Apple,Albia Brewing Co.,?,0,0,,https://www.beeradvocate.com/beer/profile/30714/222499/
Fruit and Field,I.C. Pumped Mango,Pittsburgh Brewing Co.,8.00,0,0,,https://www.beeradvocate.com/beer/profile/410/490275/
Fruit and Field,Tyskie Radler,Tyskie Browary Książęce (SABMiller),2.00,0,0,,https://www.beeradvocate.com/beer/profile/1941/234787/
Fruit and Field,Pavlov’s Dog,Atom Beers,4.00,0,0,,https://www.beeradvocate.com/beer/profile/37154/196131/
Fruit and Field,Fresh: Tart Cherry & Boysenberry,Thompson Island Brewing Company,6.00,0,0,,https://www.beeradvocate.com/beer/profile/57103/463908/
Fruit and Field,Raspberry Cider,Steele Street Brewing,6.50,0,0,,https://www.beeradvocate.com/beer/profile/45088/224548/
Fruit and Field,Apple Raz Wheat,Jaden James Brewery,?,0,0,,https://www.beeradvocate.com/beer/profile/24828/166180/
Fruit and Field,Black Beary Wheat,Crooked Fence Brewing,4.90,0,0,,https://www.beeradvocate.com/beer/profile/27179/102692/
Fruit and Field,Raspberry K-Dub,Barnstable Brewing,5.70,0,0,,https://www.beeradvocate.com/beer/profile/50680/430884/
Fruit and Field,The Carpet Matches the Grapes,Little Brother Brewing,6.00,0,0,,https://www.beeradvocate.com/beer/profile/51085/443684/
Fruit and Field,Green Apple Sour,Shoe Tree Brewing Co.,6.00,0,0,,https://www.beeradvocate.com/beer/profile/51105/318500/
Fruit and Field,Bière Aux Bleuets,Microbrasserie Archibald,4.20,0,0,,https://www.beeradvocate.com/beer/profile/11620/145445/
Fruit and Field,Tall Ships Biscuit Ale,Breakwall Brewing Company,7.00,0,0,,https://www.beeradvocate.com/beer/profile/58929/479013/
Fruit and Field,Raspberry Wheat,Southern Sun Pub and Brewery,5.50,0,0,,https://www.beeradvocate.com/beer/profile/3024/335654/
Fruit and Field,IE - Blanche Aux 1ooo Fleurs De Sureau,La Franche (Bière artisanale de Franche Comté),?,0,0,,https://www.beeradvocate.com/beer/profile/24492/164902/
Fruit and Field,Big 5 Berry Ale,Brew Bistro & Lounge,4.80,0,0,,https://www.beeradvocate.com/beer/profile/30821/165158/
Fruit and Field,Raspberry Lager,Akasha Brewing Company,4.40,0,0,,https://www.beeradvocate.com/beer/profile/46715/362790/
Fruit and Field,Shandyman 3: The Final Chapter,8-Bit Aleworks,?,0,0,,https://www.beeradvocate.com/beer/profile/40456/434982/
Fruit and Field,Ethyl Ann,Cypress Creek Southern Ales,5.70,0,0,,https://www.beeradvocate.com/beer/profile/50039/372774/
Fruit and Field,Peach Rye Ale,Shoe Tree Brewing Co.,5.20,0,0,,https://www.beeradvocate.com/beer/profile/51105/318502/
Fruit and Field,Sour Cherry,FIRST The Craft Beer Co.,4.50,0,0,,https://www.beeradvocate.com/beer/profile/52344/354599/
Fruit and Field,#5 Blood Orange Witbier,Venn Brewing Co.,4.90,0,0,,https://www.beeradvocate.com/beer/profile/51286/317479/
Fruit and Field,Astra Kiezmische,Bavaria-St. Pauli-Brauerei GmbH,5.50,0,0,,https://www.beeradvocate.com/beer/profile/6657/387111/
